index,pred_key,pred_value,gt_key,gt_value,match
616,material,,material,,True
616,other_attributes,Outdoor Breathable,other_attributes,,False
616,size,,size,,True
617,category,sneakers,category,,False
617,brand,Kezrea,brand,,False
617,color,black,color,,False
617,style,platform,style,,False
617,intended_use,running,intended_use,,False
617,athletic shoe type,,athletic shoe type,,True
617,material,leather,material,,False
618,category,guitarra elétrica,category,,False
618,brand,GYST,brand,,False
618,sport type,,sport type,,True
618,item type,,item type,,True
618,color,black,color,,False
618,intended_use,Free shipping,intended_use,,False
618,material,plate rosewood fretboard,material,,False
619,category,underwear,category,,False
619,brand,KLV Brand,brand,,False
619,brand name,,brand name,,True
619,features,"['Bulge Pouch', 'striped']",features,,False
619,style,Boxer Briefs Shorts,style,,False
619,intended_use,sex appeal,intended_use,,False
619,type,,type,Pistol Carbine Kit,False
620,category,mochila,category,,False
620,brand,Tanluhu,brand,,False
620,sport type,,sport type,,True
620,features,"['Water Resistant', 'Scratch-Resistant']",features,,False
620,color,Camuflado,color,,False
620,intended_use,"Viajar, hiker",intended_use,,False
620,material,nylon,material,,False
621,category,camiseta,category,,False
621,brand,Marvel,brand,,False
621,brand name,,brand name,,True
621,gender,,gender,Men,False
621,intended_use,"bodybuilding, sport, fitness clothing, running",intended_use,,False
621,athletic shoe type,,athletic shoe type,,True
621,material,compression,material,,False
621,feature,,feature,Breathable,False
622,category,calçados esportivos,category,,False
622,brand,,brand,,True
622,color,,color,,True
622,athletic shoe type,,athletic shoe type,,True
622,material,,material,,True
622,key_attributes,"['Anti-Slip', 'High Top', 'Wearable', 'Air Cushioning', 'Fitness Shoes']",key_attributes,,False
622,size,,size,,True
622,model number,,model number,,True
623,category,Fishing Poles,category,,False
623,brand,FTK,brand,,False
623,features,"['Superhard Stainless Ceramic Inside', 'TelescopicGuide']",features,,False
623,sections,2,sections,,False
623,material,High Carbon Steel,material,,False
623,length,1.89-2.4m,length,,False
623,type,,type,Electric Guitar,False
623,model number,,model number,,True
624,category,jaqueta,category,,False
624,brand,,brand,,True
624,sizes,,sizes,,True
624,color,,color,,True
624,material,,material,,True
624,pattern type,,pattern type,,True
624,key_attributes,"['Thumb hole', 'Loose fit', 'Zipper', 'Sportswear', 'High elastic', 'Long sleeve', 'Training shirts', 'Running coat', 'Exercise Sweaters']",key_attributes,,False
625,category,jaqueta de caminhada,category,,False
625,brand,CAMEL,brand,,False
625,brand name,,brand name,,True
625,intended_use,"Camping, Ski",intended_use,,False
625,material,Softshell,material,,False
625,warmth,Thick Warm,warmth,,False
626,category,rod de pesca,category,,False
626,brand,TSURINOYA,brand,,False
626,power,power,power,,False
626,guide,Fuji Ring Guide,guide,,False
626,gender,,gender,Men,False
626,manufacturer,Fox Hunt,manufacturer,,False
626,intended_use,Bass Pike Fishing,intended_use,,False
626,material,carbon,material,,False
626,length,"7'5""",length,,False
626,size,M,size,,False
627,category,swimsuit,category,,False
627,brand,,brand,,True
627,sizes,,sizes,,True
627,color,,color,,True
627,upper height,,upper height,,True
627,gender,,gender,Men,False
627,intended_use,beach wear,intended_use,,False
627,athletic shoe type,,athletic shoe type,,True
627,material,,material,,True
628,category,swimwear,category,Lure Rod,False
628,brand,,brand,,True
628,sizes,,sizes,,True
628,brand name,,brand name,,True
628,color,striped,color,,False
628,style,Halter Bodysuit,style,,False
628,hardness,,hardness,High Carbon Steel,False
628,intended_use,Swimsuit,intended_use,,False
628,material,,material,Carbon,False
628,model number,,model number,,True
629,category,paintball fittings,category,,False
629,brand,Airforce,brand,,False
629,gender,,gender,Men,False
629,quantity,2pc/set,quantity,,False
629,material,stainless steel,material,,False
629,connection_type,1/8BSPP female,connection_type,,False
630,category,tênis de skate,category,,False
630,brand,Vans,brand,,False
630,style,Low-top,style,,False
630,gender,,gender,Men,False
630,suitable,,suitable,Men,False
630,intended_use,skateboarding,intended_use,,False
630,material,canvas,material,,False
630,outdoor jacket type,,outdoor jacket type,,True
631,category,chess,category,,False
631,brand,,brand,,True
631,material,made of wood,material,Carbon,False
631,key_attributes,"['folding', 'portable']",key_attributes,,False
631,size,3.4*4.4cm,size,,False
632,category,Jerseys,category,,False
632,brand,,brand,,True
632,sizes,"['XXS', 'XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL', '4XL', '5XL', '6XL']",sizes,,False
632,sport type,,sport type,,True
632,color,red,color,,False
632,gender,,gender,Women,False
633,category,pijama,category,,False
633,brand,,brand,,True
633,sport type,,sport type,,True
633,color,,color,,True
633,gender,,gender,Girls,False
633,intended_use,sleepwear,intended_use,,False
633,material,,material,,True
633,pattern type,,pattern type,,True
633,size,,size,,True
634,category,roupas de fitness,category,,False
634,brand,,brand,,True
634,sizes,,sizes,,True
634,thread,,thread,1/8BSPP,False
634,color,,color,,True
634,intended_use,"Yoga, Fitness, Workout",intended_use,,False
634,material,stretch,material,,False
635,category,skateboarding shoes,category,,False
635,brand,Adidas,brand,,False
635,sizes,,sizes,,True
635,upper material,,upper material,,True
635,color,,color,,True
635,upper height,,upper height,,True
635,lining material,,lining material,,True
635,gender,,gender,Women,False
635,intended_use,Skateboarding,intended_use,,False
635,model,NEO Label,model,,False
635,material,,material,,True
635,athletic shoe type,,athletic shoe type,,True
636,category,skateboard,category,,False
636,balls_type,hybrid,balls_type,,False
636,material,ceramic,material,Wooden,False
636,quantity,5,quantity,,False
637,category,calçados esportivos,category,,False
637,brand,Nike,brand,,False
637,sizes,,sizes,,True
637,item type,,item type,,True
637,fabric type,,fabric type,,True
637,color,,color,,True
637,gender,,gender,Men,False
637,model,Air Jordan 3 Retro BT,model,,False
637,intended_use,basquetebol,intended_use,,False
637,material,,material,,True
638,category,chapéu,category,,False
638,brand,ALS88,brand,,False
638,item type,,item type,,True
638,style,wide brim,style,,False
638,gender,,gender,Women,False
638,intended_use,praia,intended_use,,False
638,season,summer,season,,False
638,material,straw,material,,False
639,category,calças esportivas,category,,False
639,brand,Vansydical,brand,,False
639,sports type,,sports type,,True
639,features,"['bodybuilding', 'jogging', 'training']",features,,False
639,intended_use,corrida,intended_use,,False
639,material,waterproof,material,,False
640,category,skateboarding shoes,category,,False
640,brand,APTESOL,brand,,False
640,brand name,,brand name,,True
640,color,,color,,True
640,features,"['Plush', 'Non-slip', 'Breathable']",features,,False
640,gender,,gender,Men,False
640,intended_use,"sport, leisure",intended_use,,False
640,athletic shoe type,,athletic shoe type,,True
640,material,leather,material,,False
640,size,,size,,True
641,category,tênis esportivo,category,,False
641,brand,AA10104,brand,,False
641,waterproof,True,waterproof,,False
641,gender,Women,gender,,False
641,intended_use,Athletic Shoes,intended_use,,False
641,material,Soft Footwear,material,,False
641,model number,,model number,,True
642,category,guitarra elétrica,category,,False
642,brand,LP,brand,,False
642,sizes,,sizes,,True
642,brand name,,brand name,,True
642,color,,color,,True
642,gender,,gender,Women,False
642,model,FRS LM CST17072301,model,,False
642,athletic shoe type,,athletic shoe type,,True
642,material,,material,,True
643,category,leggings,category,,False
643,brand,,brand,,True
643,color,,color,,True
643,gender,,gender,Women,False
643,intended_use,fitness,intended_use,,False
643,material,,material,,True
643,size,,size,,True
644,category,calçados de futebol,category,,False
644,brand,,brand,,True
644,size,36-45,size,,False
644,sport type,,sport type,,True
644,gender,,gender,Men,False
644,intended_use,futebol,intended_use,,False
644,type,High Top Footabll Trainers,type,,False
645,category,jaqueta de chuva/windbreaker,category,,False
645,brand,,brand,,True
645,sizes,,sizes,,True
645,brand name,,brand name,,True
645,color,,color,,True
645,style,,style,Leisure,False
645,lining material,,lining material,,True
645,intended_use,"Sport Fishing, Riding, Hiking",intended_use,,False
645,athletic shoe type,,athletic shoe type,,True
645,material,quick dry,material,,False
646,category,cooking system,category,,False
646,brand,Fire Maple,brand,,False
646,sizes,,sizes,,True
646,color,,color,,True
646,gender,,gender,Women,False
646,athletic shoe type,,athletic shoe type,,True
646,material,,material,,True
646,key_attributes,"['portable', 'gas stove', 'backpacking']",key_attributes,,False
646,model number,,model number,,True
647,category,guitarra elétrica,category,,False
647,brand,,brand,,True
647,string_count,12,string_count,,False
647,other_types,['6 String stratocaster'],other_types,,False
647,type,double neck,type,Electric Guitar,False
647,model number,,model number,,True
648,category,skateboard wheels,category,,False
648,brand,Forfar,brand,,False
648,sport type,,sport type,,True
648,color,7Colors,color,,False
648,gender,,gender,Women,False
648,intended_use,riding,intended_use,,False
648,material,transparent LED light,material,,False
648,size,60 X 45mm,size,,False
648,model number,,model number,,True
649,category,calçados esportivos,category,,False
649,brand,,brand,,True
649,color,,color,,True
649,gender,,gender,Men,False
649,intended_use,Soccer,intended_use,,False
649,athletic shoe type,,athletic shoe type,,True
649,material,Leather,material,,False
649,size,Big Size,size,,False
650,category,yoga wear,category,,False
650,brand,,brand,,True
650,sizes,,sizes,,True
650,color,,color,,True
650,gender,,gender,Men,False
650,intended_use,Yoga,intended_use,,False
650,material,,material,,True
650,feature,,feature,Quick Dry,False
651,category,wrist support,category,,False
651,brand,PUMA,brand,,False
651,gender,Unisex,gender,,False
651,intended_use,Wrist Support,intended_use,,False
651,type,,type,Gas Stove,False
652,category,Camuflagem,category,,False
652,brand,,brand,,True
652,sizes,['5XL'],sizes,,False
652,color,,color,,True
652,material,,material,,True
652,key_attributes,"['tactical', 'short sleeve', 'pants', 'military uniform', 'multicam', 'army combat', 'hunter clothes', 'suit']",key_attributes,,False
652,type,,type,electric guitar,False
653,category,calçados esportivos,category,,False
653,brand,PGM,brand,,False
653,brand name,,brand name,,True
653,color,Black Pink,color,,False
653,material,Leather,material,,False
653,key_attributes,"['waterproof', 'super light', 'anti-skid', 'comfortable']",key_attributes,,False
654,category,guitarra elétrica,category,,False
654,brand,Gretsch,brand,,False
654,upper material,,upper material,,True
654,features,['Bigsby'],features,,False
654,gender,,gender,Men,False
654,intended_use,Jazz,intended_use,,False
654,model,G6122-1962,model,,False
654,material,semi hollow,material,,False
655,category,tape,category,,False
655,brand,,brand,,True
655,weight,80g,weight,,False
655,gender,,gender,Women,False
655,length,5M,length,,False
655,width,5CM,width,,False
656,category,basketball shoes,category,,False
656,brand,Nike,brand,,False
656,brand name,,brand name,,True
656,color,Red,color,,False
656,intended_use,Basketball,intended_use,,False
657,category,playing cards,category,,False
657,brand,Bicycle,brand,,False
657,color,,color,,True
657,intended_use,Magic Tricks,intended_use,,False
657,collection,Frozen,collection,,False
657,material,,material,,True
657,sleeve length(cm),,sleeve length(cm),,True
658,category,óculos de sol/esqui,category,,False
658,brand,BENICE,brand,,False
658,features,"['anti-fog', 'spherical lens', 'double layers']",features,,False
658,gender,,gender,Women,False
658,intended_use,"snowboarding, skiing, climbing",intended_use,,False
658,athletic shoe type,,athletic shoe type,,True
658,material,"PC, TPU",material,,False
659,category,Table Tennis,category,,False
659,brand,STIGA,brand,,False
659,tone position,,tone position,,True
659,key_attribute,blade,key_attribute,,False
659,material,7 Ply Wood,material,,False
660,category,camiseta,category,,False
660,brand,,brand,,True
660,sizes,,sizes,,True
660,weight,,weight,80g,False
660,color,,color,,True
660,intended_use,corrida,intended_use,,False
660,material,,material,,True
661,category,jaqueta esportiva,category,,False
661,brand,DIQIAN,brand,,False
661,sizes,['3XL'],sizes,,False
661,brand name,,brand name,,True
661,color,,color,,True
661,gender,,gender,Men,False
661,athletic shoe type,,athletic shoe type,,True
661,material,,material,,True
661,key_attributes,"['splicing', 'hooded', 'long sleeve', 'pockets', 'running jacket', 'winter']",key_attributes,,False
661,model number,,model number,,True
662,category,Golf,category,,False
662,brand,Cooyute,brand,,False
662,includes,Clubs irons heads,includes,,False
662,heads,Forged,heads,,False
662,handedness,Right Handed,handedness,,False
662,shipping,Free shipping,shipping,,False
662,product name,,product name,,True
662,model,RomaRo,model,,False
662,set,4-9,set,,False
663,category,basketball shoes,category,,False
663,brand,,brand,,True
663,sport type,,sport type,,True
663,item type,,item type,,True
663,intended_use,"Basketball, Walking",intended_use,,False
663,material,,material,,True
663,size,Plus Size,size,,False
664,category,suit,category,,False
664,brand,Voobuyla,brand,,False
664,baseboard layer number,,baseboard layer number,,True
664,pieces,2,pieces,,False
664,style,Tracksuits,style,,False
664,season,Spring Autumn,season,,False
664,intended_use,running,intended_use,,False
664,material,solid,material,,False
664,sleeve_type,Long Sleeve,sleeve_type,,False
664,model number,,model number,,True
665,thickness,2.5mm,thickness,,False
665,category,Bowstring,category,,False
665,gender,,gender,Men,False
665,intended_use,Archery,intended_use,,False
665,material,rope,material,,False
665,length,2m,length,,False
665,feature,,feature,Breathable,False
666,category,guitarra elétrica,category,,False
666,brand,Kirk Hammett,brand,,False
666,sport type,,sport type,,True
666,brand name,,brand name,,True
666,collar,,collar,Hooded,False
666,color,white,color,,False
666,shipping,Free shipping,shipping,,False
666,gender,,gender,Men,False
666,intended_use,electric guitar,intended_use,,False
666,model,KH-2,model,,False
667,category,Fishing Rod,category,,False
667,brand,,brand,,True
667,brand name,,brand name,,True
667,dexterity:,,dexterity:,Right Handed,False
667,features,"['Lightweight', 'High Durability']",features,,False
667,design,Telescopic,design,,False
667,intended_use,Fishing,intended_use,,False
667,material,Super Hard,material,,False
668,category,sneakers,category,,False
668,brand,Trend Man,brand,,False
668,color,,color,,True
668,upper height,,upper height,,True
668,gender,,gender,Men,False
668,intended_use,"training, sports",intended_use,,False
668,athletic shoe type,,athletic shoe type,,True
668,material,,material,,True
668,other_attributes,High Quality Soccer Shoes Outdoor Comfortable,other_attributes,,False
668,size,,size,,True
669,category,kalimba,category,,False
669,brand,Kalimba Bag,brand,,False
669,color,reindeer Blue,color,,False
669,gender,,gender,Women,False
669,intended_use,Children Practice,intended_use,,False
669,size,Small,size,,False
670,category,cap,category,,False
670,brand,Tide,brand,,False
670,sizes,,sizes,,True
670,color,,color,,True
670,material,,material,,True
670,key_attributes,"['cat ears decoration', 'summer', 'beach', 'sunshade']",key_attributes,,False
670,model number,,model number,,True
671,category,swimwear,category,,False
671,sizes,Kids,sizes,,False
671,features,"['UV Protection', 'Long Sleeve', 'Full Body']",features,,False
671,intended_use,Summer,intended_use,,False
671,model number,,model number,,True
672,features,"['Anti-slip', 'Anti-sweat', 'Stretch']",features,,False
672,hardness,,hardness,Hard,False
672,gender,Women & Men,gender,,False
672,intended_use,"Running, Travel",intended_use,,False
672,material,Nylon,material,,False
672,type,Knee High,type,,False
673,category,golf hat,category,,False
673,brand,HONMA,brand,,False
673,features,['sunscreen shade'],features,,False
673,man  soccer shoes,,man  soccer shoes,,True
673,gender,,gender,Men,False
673,intended_use,outdoor,intended_use,,False
673,athletic shoe type,,athletic shoe type,,True
673,high quality sports shoes,,high quality sports shoes,,True
673,type,Baseball cap,type,,False
674,category,baseball hat,category,,False
674,brand,Good Vibes Only,brand,,False
674,sizes,,sizes,,True
674,embroidery,Embroidered,embroidery,,False
674,color,,color,,True
674,style,6 panel,style,,False
674,intended_use,fashion,intended_use,,False
674,material,,material,,True
674,shell material,,shell material,,True
675,category,soccer cleats,category,,False
675,brand,,brand,,True
675,gender,,gender,Women,False
675,intended_use,soccer,intended_use,,False
675,material,,material,,True
675,feature,,feature,Sunshade,False
675,size,36-45,size,,False
676,category,Clothing,category,,False
676,sport type,,sport type,,True
676,features,"['Customizable', 'Logo', 'Breathable', 'Quick dry']",features,,False
676,gender,,gender,Girls,False
676,intended_use,cycling,intended_use,,False
676,pattern type,,pattern type,,True
676,package,,package,One Piece Swimsuit,False
677,category,baseball cap,category,,False
677,brand,Montreal Canadiens,brand,,False
677,sizes,,sizes,,True
677,color,,color,,True
677,pattern,,pattern,Striped,False
677,intended_use,Ice Hockey,intended_use,,False
677,material,,material,Nylon,False
678,category,calçados esportivos,category,,False
678,brand,,brand,,True
678,sport type,,sport type,,True
678,color,,color,,True
678,intended_use,Golf,intended_use,,False
678,material,Leather,material,,False
678,key_attributes,"['Breathable', 'Non slip', 'Outdoor']",key_attributes,,False
679,category,shoes,category,,False
679,brand,Vans,brand,,False
679,color,Black and White,color,,False
679,intended_use,"Skateboarding, Sport Shoes",intended_use,,False
679,model,SK8 MID,model,,False
679,model number,,model number,,True
680,category,calças de ciclismo,category,,False
680,brand,Santic,brand,,False
680,sizes,,sizes,,True
680,applicable place,,applicable place,,True
680,color,,color,,True
680,intended_use,corrida,intended_use,,False
680,athletic shoe type,,athletic shoe type,,True
680,material,,material,,True
681,category,mochila,category,,False
681,brand,,brand,,True
681,sizes,,sizes,,True
681,sport type,,sport type,,True
681,item type,,item type,,True
681,fabric type,,fabric type,,True
681,color,,color,,True
681,material,,material,,True
681,key_attributes,"['waterproof', 'folding', 'travel']",key_attributes,,False
682,category,Dungeons & Dragons,category,,False
682,brand,,brand,,True
682,color,multicolor,color,,False
682,intended_use,RPG game,intended_use,,False
682,sides,"['D4', 'D20']",sides,,False
682,material,acrylic,material,,False
682,strap type,,strap type,,True
683,category,calçados de futebol,category,,False
683,brand,,brand,,True
683,upper material,,upper material,,True
683,color,,color,,True
683,gender,,gender,Women,False
683,athletic shoe type,,athletic shoe type,,True
683,material,,material,,True
683,feature,,feature,Breathable,False
683,size,65,size,,False
684,category,basketball jersey,category,,False
684,brand,Michael J Fox,brand,,False
684,sizes,"['S', 'M', 'L', 'XL', '2XL', '3XL']",sizes,,False
684,intended_use,Throwback Basketball,intended_use,,False
684,model,Scott Howard 42 Beavers Movie,model,,False
684,athletic shoe type,,athletic shoe type,,True
685,category,Water Bags,category,,False
685,brand,,brand,,True
685,brand name,,brand name,,True
685,sport type,,sport type,,True
685,color,Green,color,,False
685,capacity,2L,capacity,,False
685,intended_use,"Camping, Hiking, Cycling, Outdoor Sports",intended_use,,False
685,material,TPU,material,,False
686,category,bag,category,,False
686,intended_use,"riding equipment, bicycle bag, sports backpack, mountain bike outdoor bag, ski mountaineering hiking running",intended_use,,False
686,model number,,model number,,True
686,gender,,gender,Unisex,False
687,category,ski suit,category,,False
687,brand,,brand,,True
687,color,,color,,True
687,intended_use,winter skiing,intended_use,,False
687,material,,material,,True
687,type,,type,Dice,False
687,size,,size,,True
688,category,fishing,category,,False
688,brand,Apollo,brand,,False
688,color,Mix,color,,False
688,gender,,gender,Men,False
688,intended_use,Rocking Fishing Buoy Bobber,intended_use,,False
688,material,,material,,True
688,size,Size,size,,False
689,category,calças de camping,category,,False
689,brand,New,brand,,False
689,sport type,,sport type,,True
689,item type,,item type,,True
689,cheap throwback basketball jerseys,,cheap throwback basketball jerseys,,True
689,features,"['Waterproof', 'Breathable']",features,,False
689,teen wolf  scott howard,,teen wolf  scott howard,,True
689,intended_use,Camping,intended_use,,False
689,season,Winter,season,,False
689,material,Soft shell,material,,False
690,category,helmet,category,,False
690,brand,,brand,,True
690,sizes,,sizes,,True
690,color,,color,,True
690,capacity,,capacity,2L,False
690,material,,material,TPU,False
690,key_attributes,"['Mountain Road Bike Helmet', 'Lens With Goggles', 'Comfortable', 'Ultralight', 'With Glasses']",key_attributes,,False
691,category,guitar strap,category,,False
691,brand,,brand,,True
691,intended_use,,intended_use,,True
691,material,leather,material,,False
691,feature,,feature,cycle bag,False
692,category,basketball jersey,category,,False
692,brand,BONJEAN,brand,,False
692,design,Printed with Chris Paul,design,,False
692,gender,,gender,Women,False
692,intended_use,training,intended_use,,False
692,material,Breathable Quick Dry,material,,False
692,gender:,,gender:,Women,False
692,season:,,season:,Winter,False
693,category,óculos de proteção,category,,False
693,brand,,brand,,True
693,product type,,product type,,True
693,color,,color,,True
693,material,,material,,True
693,type,,type,FF69,False
693,key_attributes,"['Anti-Reflective', 'Windproof', 'Dustproof', 'Skiing Equipments']",key_attributes,,False
693,shape,,shape,Apollo,False
693,size,,size,,True
693,model number,,model number,,True
694,category,calçados de basquete,category,,False
694,brand,Adidas,brand,,False
694,gender,,gender,Men,False
694,intended_use,basquete,intended_use,,False
694,model,Crazylight 2.5,model,,False
694,model number,,model number,,True
695,category,jaqueta de corrida,category,,False
695,brand,CALOFE,brand,,False
695,function 4,,function 4,Bicycle Helmet With Glasses,False
695,features,"['Patchwork Hood', 'Oblique Zipper', 'Long Sleeve', 'Outdoor Sportswear']",features,,False
695,style,Hooded,style,,False
695,function 10,,function 10,Road Bike Helmet,False
695,season,Autumn,season,,False
696,category,hockey stick,category,,False
696,brand,HTX,brand,,False
696,model,SR(GRIP) FLEX,model,,False
696,material,carbon,material,,False
696,size_range,"['75', '85', '100']",size_range,,False
696,type,,type,guitar strap,False
697,category,knee support,category,,False
697,brand,CALOFE,brand,,False
697,sizes,,sizes,,True
697,sport type,,sport type,,True
697,item type,,item type,,True
697,brand name,,brand name,,True
697,fabric type,,fabric type,,True
697,color,,color,,True
697,intended_use,protective sports knee pad,intended_use,,False
697,material,,material,,True
697,model number,,model number,,True
698,category,mochila,category,,False
698,brand,AXEMAN,brand,,False
698,sport type,,sport type,,True
698,waterproof,True,waterproof,,False
698,capacity,38-liter,capacity,,False
698,material,Taslan,material,,False
698,lenses optical attribute,,lenses optical attribute,,True
698,size,65*30*18CM,size,,False
698,model number,,model number,,True
699,category,socks,category,,False
699,brand,,brand,,True
699,brand name,,brand name,,True
699,features,"['long tube', 'high elastic', 'sweat-absorbent', 'breathable']",features,,False
699,gender,,gender,Men,False
699,athletic shoe type,,athletic shoe type,,True
699,material,nylon,material,,False
700,category,golf club cleaning kit,category,,False
700,brand,,brand,,True
700,outerwear type,,outerwear type,,True
700,sport type,,sport type,,True
700,brand name,,brand name,,True
700,intended_use,cleaning golf clubs,intended_use,,False
700,material,brass wires nylon,material,,False
701,category,shorts,category,,False
701,brand,Facecozy,brand,,False
701,sizes,,sizes,,True
701,flex,,flex,SR 75  /  85 / 100,False
701,color,solid color,color,,False
701,intended_use,"running, swimming, surfing",intended_use,,False
701,material,,material,,True
701,model number,,model number,,True
702,category,óculos de neve,category,,False
702,brand,J18,brand,,False
702,brand name,,brand name,,True
702,gender,Man/Womon,gender,,False
702,intended_use,"snowboarding, skiing",intended_use,,False
703,category,acessórios equestrianos,category,,False
703,brand,,brand,,True
703,color,Black and Gray,color,,False
703,intended_use,Equestrian Riding,intended_use,,False
703,material,waterproof touch screen,material,,False
703,size,,size,65*30*18CM,False
704,category,biquini,category,,False
704,brand,,brand,,True
704,features,"['Push-up', 'Padded']",features,,False
704,design,Bandage,design,,False
704,style,One-Piece,style,,False
704,gender,,gender,Men,False
704,intended_use,Bathing Swimwear,intended_use,,False
705,category,dança,category,,False
705,brand,,brand,,True
705,color,vermelho,color,,False
705,intended_use,performance,intended_use,,False
705,type,,type,Golf Club Brush,False
705,size,,size,,True
706,category,jaqueta de moletom,category,,False
706,brand,New Brands,brand,,False
706,sizes,"['S', 'M', 'L', 'XL', '2XL', '3XL']",sizes,,False
706,sport type,,sport type,,True
706,item type,,item type,,True
706,brand name,,brand name,,True
706,gender,,gender,Men,False
706,intended_use,Fitness Training Running,intended_use,,False
706,material,100% Cotton,material,,False
706,pattern type,,pattern type,,True
707,category,skateboard,category,,False
707,brand,,brand,,True
707,item type,,item type,,True
707,features,"['High Speed', 'Popular', 'Pulley Wheel Deck', 'Longboard']",features,,False
707,style,3 Style,style,,False
707,material,Maple Wood,material,,False
708,category,bicicleta,category,,False
708,brand,Santic,brand,,False
708,name,,name,Riding Gloves,False
708,intended_use,Mountain Bike Shoes,intended_use,,False
708,material,PU Upper & Nylon Outsole,material,,False
708,type,Athletic Bicycle Shoes,type,,False
709,category,shorts,category,,False
709,brand,,brand,,True
709,sizes,"['S', 'M', 'L']",sizes,,False
709,sport type,,sport type,,True
709,gender,,gender,Women,False
709,intended_use,Run Athletic Wear,intended_use,,False
709,material,Air Layer Fabric,material,,False
709,model number,,model number,,True
710,category,swimwear,category,,False
710,brand,,brand,,True
710,sizes,,sizes,,True
710,color,,color,,True
710,athletic shoe type,,athletic shoe type,,True
710,material,,material,,True
710,key_attributes,"['vintage', 'push up', 'two pieces', 'tankini', 'swimdress', 'beach wear', 'bathing suit']",key_attributes,,False
711,category,leggings,category,,False
711,brand,VTDEX,brand,,False
711,sport type,,sport type,,True
711,color,Purple,color,,False
711,gender,,gender,Men,False
711,material,stretch,material,,False
711,key_attributes,"['pattern: Funny Kitty', 'intended_use: Sports, Fitness']",key_attributes,,False
712,category,Camping equipment,category,,False
712,brand,,brand,,True
712,sizes,,sizes,,True
712,color,,color,,True
712,material,,material,,True
712,key_attributes,"['folding', 'outdoor', 'gas stove', 'portable', 'furnace', 'cooking', 'picnic', 'split stoves', 'cooker', 'burners']",key_attributes,,False
712,model number,,model number,,True
713,category,skateboarding shoes,category,,False
713,brand,Vans,brand,,False
713,upper material,,upper material,,True
713,style,SK8-Hi Slim Zip,style,,False
713,gender,Womens,gender,Men,False
713,intended_use,"Skateboarding, Sport",intended_use,,False
713,athletic shoe type,,athletic shoe type,,True
713,material,Canvas,material,,False
714,category,calçados esportivos,category,,False
714,brand,Air More,brand,,False
714,item type,,item type,,True
714,color,null,color,,False
714,gender,masculino,gender,,False
714,intended_use,basquete,intended_use,,False
714,material,,material,,True
715,category,bikini,category,,False
715,brand,LASPERAL,brand,,False
715,sport type,,sport type,,True
715,item type,,item type,,True
715,color,Candy,color,,False
715,style,Halter Push Up Unpadded Bra Bralette Swimwear,style,,False
715,gender,,gender,Women,False
715,pattern type,,pattern type,,True
716,category,basketball shoes,category,,False
716,brand,F&amp;R,brand,,False
716,brand name,,brand name,,True
716,sport type,,sport type,,True
716,intended_use,Basketball,intended_use,,False
716,model,Curry 1,model,,False
716,material,Rubber,material,,False
716,size_range,36-45,size_range,,False
717,category,sweatshirt,category,,False
717,brand,,brand,,True
717,sizes,,sizes,,True
717,color,Pink Rose,color,,False
717,intended_use,Exercise,intended_use,,False
717,material,,material,,True
717,type,,type,Burner,False
717,fuel,,fuel,Gas,False
718,category,sweatshirt,category,,False
718,brand,Li-Ning,brand,,False
718,upper material,,upper material,,True
718,style,,style,Classics,False
718,lining material,,lining material,,True
718,gender,,gender,Women,False
718,athletic shoe type,,athletic shoe type,,True
718,intended_use,Regular Fit Hoodie,intended_use,,False
718,material,66% Cotton 34% Polyester,material,,False
718,model number,,model number,,True
719,category,swimwear,category,,False
719,brand,,brand,,True
719,sizes,,sizes,,True
719,color,,color,,True
719,gender,,gender,Men,False
719,intended_use,praia,intended_use,,False
719,material,,material,,True
720,category,biquínis,category,,False
720,brand,YT08,brand,,False
720,brand name,,brand name,,True
720,color,leopard,color,,False
720,style,cut,style,,False
720,intended_use,piscina,intended_use,,False
720,material,nylon,material,,False
721,category,skateboarding shoes,category,,False
721,brand,Vans,brand,,False
721,outsole material,,outsole material,,True
721,color,,color,,True
721,gender,,gender,Men,False
721,model,STYLE 36 17SS GT,model,,False
721,intended_use,Skateboarding,intended_use,,False
721,material,,material,,True
721,athletic shoe type,,athletic shoe type,,True
721,size,36,size,,False
722,category,tent,category,,False
722,brand,Naturehike,brand,,False
722,seasonality,3 Season,seasonality,,False
722,gender,,gender,Men,False
722,intended_use,Play Garden Camping,intended_use,,False
722,size,1 Person,size,,False
723,category,running shoes,category,,False
723,brand,ONEMIX,brand,,False
723,sizes,,sizes,,True
723,color,,color,,True
723,gender,,gender,Men,False
723,intended_use,corrida,intended_use,,False
723,material,,material,,True
724,category,fishing rod,category,,False
724,brand,OUTAD,brand,,False
724,intended_use,pesca,intended_use,,False
724,material,carbon fiber,material,,False
724,pattern type,,pattern type,,True
724,length_options,"['2.1m', '2.4m', '2.7m', '3.0m']",length_options,,False
725,category,calçados esportivos,category,,False
725,brand,New,brand,,False
725,sport type,,sport type,,True
725,sole,FG Sole,sole,,False
725,gender,,gender,Women,False
725,intended_use,futebol,intended_use,,False
725,material,outdoor,material,,False
725,type,Ankle Top,type,,False
725,model number,,model number,,True
726,category,t-shirt,category,,False
726,brand,Cody Lundin,brand,,False
726,character,Captain America,character,,False
726,style,Long Sleeve,style,,False
726,gender,,gender,Unisex,False
