unique_id,id,dataset,split,text,source,category,similarity_score,candidate_example,candidate_text,values_indices,json_answer,attributes,attributes_values,values
1035469,27312,ae-110k,test,"Liliana Back 60pcs/pack 66*91mm Trading Card Sleeves, Liliana cover Deck Protector for board games and trading cards collection",,,,,,,"{""brand"": ""Liliana"", ""category"": ""Trading card sleeves"", ""size"": ""66*91mm"", ""quantity"": ""60pcs/pack"", ""intended_use"": ""board games and trading cards collection""}","['brand', 'category', 'size', 'quantity', 'intended_use']","attribute: brand, value: Liliana | attribute: category, value: Trading card sleeves | attribute: size, value: 66*91mm | attribute: quantity, value: 60pcs/pack | attribute: intended_use, value: board games and trading cards collection","['Liliana', 'Trading card sleeves', '66*91mm', '60pcs/pack', 'board games and trading cards collection']"
263912,8399,ae-110k,train,Aurora Trees Running Shorts Landscape Forest Nature Yoga Shorts Sports Fitness Short Pant Compression Womens Beach Shorts S-4XL,,,,,,,"{""brand"": ""Aurora Trees"", ""category"": ""shorts"", ""intended_use"": ""running, yoga"", ""material"": null, ""color"": ""Landscape Forest Nature"", ""sizes"": [""S"", ""M"", ""L"", ""XL"", ""2XL"", ""3XL"", ""4XL""]}","['brand', 'category', 'intended_use', 'material', 'color', 'sizes']","attribute: brand, value: Aurora Trees | attribute: category, value: shorts | attribute: intended_use, value: running, yoga | attribute: material, value: None | attribute: color, value: Landscape Forest Nature | attribute: sizes, value: ['S', 'M', 'L', 'XL', '2XL', '3XL', '4XL']","['Aurora Trees', 'shorts', 'running, yoga', None, 'Landscape Forest Nature', ['S', 'M', 'L', 'XL', '2XL', '3XL', '4XL']]"
1414775,26112,ae-110k,train,RAX Winter Outdoor Waterproof Jacket Men 3 in 1 Windproof Softshell Jacket Men Outdoor Hiking Jacket Windbreaker Breathable Rain,,,,,,,"{""brand"": ""RAX"", ""category"": ""jaqueta"", ""material"": ""softshell"", ""features"": [""waterproof"", ""windproof""], ""intended_use"": ""outdoor"", ""sizes"": null, ""color"": null}","['brand', 'category', 'material', 'features', 'intended_use', 'sizes', 'color']","attribute: brand, value: RAX | attribute: category, value: jaqueta | attribute: material, value: softshell | attribute: features, value: ['waterproof', 'windproof'] | attribute: intended_use, value: outdoor | attribute: sizes, value: None | attribute: color, value: None","['RAX', 'jaqueta', 'softshell', ['waterproof', 'windproof'], 'outdoor', None, None]"
1071833,33820,ae-110k,train,MM MASMIG Ogie Ogilthorpe #2 Slap Shot Syracuse Bulldogs Ice Hockey Jersey Stitched Orange,,,,,,,"{""brand"": ""MM MASMIG"", ""category"": ""Ice Hockey Jersey"", ""model"": ""#2 Slap Shot"", ""team"": ""Syracuse Bulldogs"", ""color"": ""orange""}","['brand', 'category', 'model', 'team', 'color']","attribute: brand, value: MM MASMIG | attribute: category, value: Ice Hockey Jersey | attribute: model, value: #2 Slap Shot | attribute: team, value: Syracuse Bulldogs | attribute: color, value: orange","['MM MASMIG', 'Ice Hockey Jersey', '#2 Slap Shot', 'Syracuse Bulldogs', 'orange']"
2005626,25423,ae-110k,test,Wholesale Mount Zion Christian HS #1 Tracy McGrady Jersey Throwback Basketball Jersey Vintage Retro T-MAC Shirt For Men Stitched,,,,"{'json_answer': ""{'Sport Type': 'Cycling', 'Gender': 'Men', 'Item Type': 'Jerseys', 'Fabric Type': 'Jersey', 'Sleeve Length': 'Short'}"", 'text': 'Life on Track Men Short Sleeve Breathable Bike Cycling Jerseys Green Naturally Mountains Printing Cycling Jersey Mountain'}",Life on Track Men Short Sleeve Breathable Bike Cycling Jerseys Green Naturally Mountains Printing Cycling Jersey Mountain,,"{""brand"": ""Mount Zion Christian HS"", ""category"": ""basketball jersey"", ""model"": ""#1 Tracy McGrady"", ""intended_use"": ""Throwback"", ""style"": ""Vintage Retro T-MAC Shirt"", ""gender"": ""Men"", ""stitched"": true}","['brand', 'category', 'model', 'intended_use', 'style', 'gender', 'stitched']","attribute: brand, value: Mount Zion Christian HS | attribute: category, value: basketball jersey | attribute: model, value: #1 Tracy McGrady | attribute: intended_use, value: Throwback | attribute: style, value: Vintage Retro T-MAC Shirt | attribute: gender, value: Men | attribute: stitched, value: True","['Mount Zion Christian HS', 'basketball jersey', '#1 Tracy McGrady', 'Throwback', 'Vintage Retro T-MAC Shirt', 'Men', True]"
1971357,30895,ae-110k,train,WJ-B12 Short Sleeve Sport Running Quick Dry Basketball Soccer Training T Shirt Men,,,,"{'json_answer': ""{'Sport Type': 'Swim', 'Brand Name': 'GLANE', 'Gender': 'Girls'}"", 'text': 'GLANE Brief New Kids Baby Girls Bikini Suit for Girl Navy Swimsuit Swimwear Bathing Swimming Clothes Two piece suit Beach Summer'}",GLANE Brief New Kids Baby Girls Bikini Suit for Girl Navy Swimsuit Swimwear Bathing Swimming Clothes Two piece suit Beach Summer,,"{""brand"": null, ""category"": ""camiseta"", ""material"": null, ""color"": null, ""sizes"": null, ""intended_use"": ""training""}","['brand', 'category', 'material', 'color', 'sizes', 'intended_use']","attribute: brand, value: None | attribute: category, value: camiseta | attribute: material, value: None | attribute: color, value: None | attribute: sizes, value: None | attribute: intended_use, value: training","[None, 'camiseta', None, None, None, 'training']"
83391,6928,ae-110k,train,2016 Original DAIWA J-BRAID X8 150M Green Color 8 Strands PE Fishing Line Monofilament Fishing Line 14-40LB Made in Japan,,,,,,,"{""brand"": ""DAIWA"", ""category"": ""fishing line"", ""color"": ""verde"", ""size"": ""150M"", ""material"": ""monofilament"", ""strength"": [""14-40LB""], ""origin"": ""Made in Japan""}","['brand', 'category', 'color', 'size', 'material', 'strength', 'origin']","attribute: brand, value: DAIWA | attribute: category, value: fishing line | attribute: color, value: verde | attribute: size, value: 150M | attribute: material, value: monofilament | attribute: strength, value: ['14-40LB'] | attribute: origin, value: Made in Japan","['DAIWA', 'fishing line', 'verde', '150M', 'monofilament', ['14-40LB'], 'Made in Japan']"
67708,694,ae-110k,validation,1L Outdoor Folding Plastic Light Drinking Water Bottle Bag Foldable Pouch Bladder Sport Bags Camping Hiking Picnic Drinking #925,,,,,,,"{""brand"": null, ""category"": ""bag"", ""material"": ""plastic"", ""capacity"": ""1L"", ""intended_use"": ""drinking water"", ""features"": [""folding"", ""light"", ""foldable""]}","['brand', 'category', 'material', 'capacity', 'intended_use', 'features']","attribute: brand, value: None | attribute: category, value: bag | attribute: material, value: plastic | attribute: capacity, value: 1L | attribute: intended_use, value: drinking water | attribute: features, value: ['folding', 'light', 'foldable']","[None, 'bag', 'plastic', '1L', 'drinking water', ['folding', 'light', 'foldable']]"
1212711,23528,ae-110k,train,New Winter Warm Face Mask Cap Thermal Fleece Ski Mask Face Snowboard Shield Hat Cold Headwear Cycling Face Mask,,,,,,,"{""brand"": null, ""category"": ""face mask"", ""material"": ""Thermal Fleece"", ""color"": null, ""sizes"": null, ""intended_use"": ""Winter warmth""}","['brand', 'category', 'material', 'color', 'sizes', 'intended_use']","attribute: brand, value: None | attribute: category, value: face mask | attribute: material, value: Thermal Fleece | attribute: color, value: None | attribute: sizes, value: None | attribute: intended_use, value: Winter warmth","[None, 'face mask', 'Thermal Fleece', None, None, 'Winter warmth']"
101354,436,ae-110k,train,3.3cm Adaptor CGA600 to 7/16&quot;-28UNF for Braze Welding Torch MAPP Propane Gas Torch Heating Solderadaptor Catridge,,,,,,,"{""brand"": null, ""category"": ""Adaptador para soldador"", ""size"": ""3.3cm"", ""material"": null, ""intended_use"": ""Braze Welding"", ""connection_type"": ""CGA600 to 7/16&quot;-28UNF"", ""gas_type"": ""MAPP Propane Gas""}","['brand', 'category', 'size', 'material', 'intended_use', 'connection_type', 'gas_type']","attribute: brand, value: None | attribute: category, value: Adaptador para soldador | attribute: size, value: 3.3cm | attribute: material, value: None | attribute: intended_use, value: Braze Welding | attribute: connection_type, value: CGA600 to 7/16&quot;-28UNF | attribute: gas_type, value: MAPP Propane Gas","[None, 'Adaptador para soldador', '3.3cm', None, 'Braze Welding', 'CGA600 to 7/16&quot;-28UNF', 'MAPP Propane Gas']"
1528887,20353,ae-110k,train,Sexy Halter Strapless Swimwear Women Solid Black Blue One Piece Swimsuit Bodysuit Padded Trikini Swimming Suit for Women,,,,,,,"{""brand"": null, ""category"": ""biquíni/vestido de banho"", ""color"": ""black"", ""color_details"": ""blue"", ""style"": ""Halter Strapless"", ""type"": ""One Piece Swimsuit""}","['brand', 'category', 'color', 'color_details', 'style', 'type']","attribute: brand, value: None | attribute: category, value: biquíni/vestido de banho | attribute: color, value: black | attribute: color_details, value: blue | attribute: style, value: Halter Strapless | attribute: type, value: One Piece Swimsuit","[None, 'biquíni/vestido de banho', 'black', 'blue', 'Halter Strapless', 'One Piece Swimsuit']"
846754,20815,ae-110k,train,High-quality Hardware Hard Telescopic Fishing Rod Fishing Wheel Super Hard Casting Rods MRX,,,,,,,"{""brand"": ""MRX"", ""category"": ""Fishing Rod"", ""material"": ""Hard"", ""type"": ""Telescopic"", ""intended_use"": ""Casting""}","['brand', 'category', 'material', 'type', 'intended_use']","attribute: brand, value: MRX | attribute: category, value: Fishing Rod | attribute: material, value: Hard | attribute: type, value: Telescopic | attribute: intended_use, value: Casting","['MRX', 'Fishing Rod', 'Hard', 'Telescopic', 'Casting']"
30590,20745,ae-110k,train,1.8M 2.1M 2.4M 2.7M 3.0M Carbon Fiber Rod Spinning Casting Double Wheel Seat Lure Fishing Rod Multi-function M Power FR265,,,,,,,"{""brand"": null, ""category"": ""rod de pesca"", ""material"": ""carbon fiber"", ""sizes"": [""1.8M"", ""2.1M"", ""2.4M"", ""2.7M"", ""3.0M""], ""intended_use"": ""pesca"", ""features"": [""spinning casting"", ""double wheel seat"", ""multi-function"", ""M Power FR265""]}","['brand', 'category', 'material', 'sizes', 'intended_use', 'features']","attribute: brand, value: None | attribute: category, value: rod de pesca | attribute: material, value: carbon fiber | attribute: sizes, value: ['1.8M', '2.1M', '2.4M', '2.7M', '3.0M'] | attribute: intended_use, value: pesca | attribute: features, value: ['spinning casting', 'double wheel seat', 'multi-function', 'M Power FR265']","[None, 'rod de pesca', 'carbon fiber', ['1.8M', '2.1M', '2.4M', '2.7M', '3.0M'], 'pesca', ['spinning casting', 'double wheel seat', 'multi-function', 'M Power FR265']]"
1242314,17982,ae-110k,train,ONITSUKA TIGER MEXICO 66 Men Women Shoes Red gold Leather Rubber Hard-Wearing Travel Street Low Sneakers Badminton Shoes,,,,,,,"{""brand"": ""ONITSUKA TIGER"", ""category"": ""tênis"", ""color"": ""red gold"", ""material"": ""leather, rubber"", ""intended_use"": ""travel, street, badminton""}","['brand', 'category', 'color', 'material', 'intended_use']","attribute: brand, value: ONITSUKA TIGER | attribute: category, value: tênis | attribute: color, value: red gold | attribute: material, value: leather, rubber | attribute: intended_use, value: travel, street, badminton","['ONITSUKA TIGER', 'tênis', 'red gold', 'leather, rubber', 'travel, street, badminton']"
931850,2884,ae-110k,train,JSFUN 4pcs Electronic Light Sticks With Battery CR425/CR435/CR322/CR311 Plastic Float Luminous Float Night Fishing Tackle ff1011,,,,,,,"{""brand"": ""JSFUN"", ""category"": ""fishing tackle"", ""quantity"": ""4pcs"", ""material"": ""plastic"", ""power_source"": ""Battery CR425/CR435/CR322/CR311"", ""features"": ""Luminous Float""}","['brand', 'category', 'quantity', 'material', 'power_source', 'features']","attribute: brand, value: JSFUN | attribute: category, value: fishing tackle | attribute: quantity, value: 4pcs | attribute: material, value: plastic | attribute: power_source, value: Battery CR425/CR435/CR322/CR311 | attribute: features, value: Luminous Float","['JSFUN', 'fishing tackle', '4pcs', 'plastic', 'Battery CR425/CR435/CR322/CR311', 'Luminous Float']"
1356499,34880,ae-110k,test,Pocket Size Mini Outdoor Monocular 8X Telescope Zoom Optic Lens Spotting Scope Coating Len For Hunting Gun Accessories ,,,,,,,"{""brand"": null, ""category"": ""monocular"", ""size"": ""Mini"", ""features"": [""8X Zoom"", ""Spotting Scope"", ""Lens Coating""]}","['brand', 'category', 'size', 'features']","attribute: brand, value: None | attribute: category, value: monocular | attribute: size, value: Mini | attribute: features, value: ['8X Zoom', 'Spotting Scope', 'Lens Coating']","[None, 'monocular', 'Mini', ['8X Zoom', 'Spotting Scope', 'Lens Coating']]"
1991320,37485,ae-110k,train,Wen Black Slip on Shoes Colorful Lamp Bulb Original Design Hand Painted Canvas Sneakers Mens Womens Espadrilles Flat Plimsolls,,,,,,,"{""brand"": ""Wen"", ""category"": ""sneakers"", ""color"": ""black"", ""design"": ""Original Design Hand Painted Canvas"", ""intended_use"": ""Espadrilles, Flat Plimsolls""}","['brand', 'category', 'color', 'design', 'intended_use']","attribute: brand, value: Wen | attribute: category, value: sneakers | attribute: color, value: black | attribute: design, value: Original Design Hand Painted Canvas | attribute: intended_use, value: Espadrilles, Flat Plimsolls","['Wen', 'sneakers', 'black', 'Original Design Hand Painted Canvas', 'Espadrilles, Flat Plimsolls']"
996835,20684,ae-110k,train,LEO Ultralight Carbon Spinning Fishing Rod Telescopic Fish Fishing Pole Fishing Rods With EVA Handles 1.8m 2.1m 2.4m,,,,,,,"{""brand"": ""LEO"", ""category"": ""Fishing Rods"", ""material"": ""Carbon"", ""length_options"": [""1.8m"", ""2.1m"", ""2.4m""], ""handle_material"": ""EVA""}","['brand', 'category', 'material', 'length_options', 'handle_material']","attribute: brand, value: LEO | attribute: category, value: Fishing Rods | attribute: material, value: Carbon | attribute: length_options, value: ['1.8m', '2.1m', '2.4m'] | attribute: handle_material, value: EVA","['LEO', 'Fishing Rods', 'Carbon', ['1.8m', '2.1m', '2.4m'], 'EVA']"
86489,38833,ae-110k,train,2018 Women&#39;s Ski Suit Set Female Skiing Jacket Outdoor Winter Sportswear Snowboard Skiing Set Water Windproof Ski Suit Women,,,,,,,"{""brand"": null, ""category"": ""ski suit"", ""color"": null, ""size"": null, ""material"": null, ""intended_use"": ""Skiing""}","['brand', 'category', 'color', 'size', 'material', 'intended_use']","attribute: brand, value: None | attribute: category, value: ski suit | attribute: color, value: None | attribute: size, value: None | attribute: material, value: None | attribute: intended_use, value: Skiing","[None, 'ski suit', None, None, None, 'Skiing']"
994930,34748,ae-110k,validation,LED Flashing Roller Skate Shoes Double Wheel Roller Skates Shoes Invisible Pulley Roller Shoes Glowing Women Sneakers Zapatos,,,,,,,"{""brand"": null, ""category"": ""Roller Skates"", ""color"": null, ""size"": null, ""material"": null, ""key_attributes"": [""LED Flashing"", ""Double Wheel"", ""Invisible Pulley"", ""Glowing""]}","['brand', 'category', 'color', 'size', 'material', 'key_attributes']","attribute: brand, value: None | attribute: category, value: Roller Skates | attribute: color, value: None | attribute: size, value: None | attribute: material, value: None | attribute: key_attributes, value: ['LED Flashing', 'Double Wheel', 'Invisible Pulley', 'Glowing']","[None, 'Roller Skates', None, None, None, ['LED Flashing', 'Double Wheel', 'Invisible Pulley', 'Glowing']]"
2111999,25009,ae-110k,train,women Breathable Basketball sets high school Wearing lady running kits female  Sport Jerseys  Training uniforms free shipping,,,,,,,"{""category"": ""basketball"", ""intended_use"": ""wearing"", ""gender"": ""women"", ""material"": ""Breathable"", ""type"": ""sets""}","['category', 'intended_use', 'gender', 'material', 'type']","attribute: category, value: basketball | attribute: intended_use, value: wearing | attribute: gender, value: women | attribute: material, value: Breathable | attribute: type, value: sets","['basketball', 'wearing', 'women', 'Breathable', 'sets']"
1205915,37112,ae-110k,train,New Arrival Official PUMA SMASH Classic Hard-Wearing Men&#39;s and Womens Skateboarding Shoes Sports Sneakers Classique Comfortable,,,,,,,"{""brand"": ""PUMA"", ""category"": ""skateboarding shoes"", ""intended_use"": ""Sports"", ""gender"": ""Men and Women""}","['brand', 'category', 'intended_use', 'gender']","attribute: brand, value: PUMA | attribute: category, value: skateboarding shoes | attribute: intended_use, value: Sports | attribute: gender, value: Men and Women","['PUMA', 'skateboarding shoes', 'Sports', 'Men and Women']"
1269675,37579,ae-110k,train,Original Vans X BROTHERS Unisex Rainbow Bottom White and Blue Skateboarding Shoes Sports Shoes Sneakers Outdoor Sports,,,,,,,"{""brand"": ""Vans X BROTHERS"", ""category"": ""skateboarding shoes"", ""color"": ""White and Blue"", ""gender"": ""Unisex""}","['brand', 'category', 'color', 'gender']","attribute: brand, value: Vans X BROTHERS | attribute: category, value: skateboarding shoes | attribute: color, value: White and Blue | attribute: gender, value: Unisex","['Vans X BROTHERS', 'skateboarding shoes', 'White and Blue', 'Unisex']"
2021978,30980,ae-110k,validation,WoSporT Winter Snow Sports Skiing Snowboard Snowmobile Anti-fog Goggles Windproof Dustproof Glasses Men Women Eyewear,,,,,,,"{""brand"": ""WoSporT"", ""category"": ""óculos de neve"", ""intended_use"": ""esportivo"", ""material"": ""anti-fog"", ""color"": null, ""size"": null, ""features"": [""Windproof"", ""Dustproof""]}","['brand', 'category', 'intended_use', 'material', 'color', 'size', 'features']","attribute: brand, value: WoSporT | attribute: category, value: óculos de neve | attribute: intended_use, value: esportivo | attribute: material, value: anti-fog | attribute: color, value: None | attribute: size, value: None | attribute: features, value: ['Windproof', 'Dustproof']","['WoSporT', 'óculos de neve', 'esportivo', 'anti-fog', None, None, ['Windproof', 'Dustproof']]"
1155297,31912,ae-110k,train,Modern Women Ladies Ballroom Latin Dance Shoes Lace Up Genuine Leather Tango Salsa Dancing Shoes,,,,,,,"{""brand"": ""Modern"", ""category"": ""dança"", ""style"": ""Lace Up"", ""material"": ""Genuine Leather"", ""purpose"": ""Ballroom, Latin Dance, Tango, Salsa""}","['brand', 'category', 'style', 'material', 'purpose']","attribute: brand, value: Modern | attribute: category, value: dança | attribute: style, value: Lace Up | attribute: material, value: Genuine Leather | attribute: purpose, value: Ballroom, Latin Dance, Tango, Salsa","['Modern', 'dança', 'Lace Up', 'Genuine Leather', 'Ballroom, Latin Dance, Tango, Salsa']"
113837,31367,ae-110k,train,4 Color Professional Ski Goggles Anti-fog Ski Mask Glasses Sunglasses Skiing Men Women Snow Snowboard Snowmobiling Outdoors,,,,,,,"{""brand"": null, ""category"": ""ski goggles"", ""color"": ""4 colors"", ""intended_use"": ""Skiing, Snowboarding, Snowmobiling"", ""material"": null}","['brand', 'category', 'color', 'intended_use', 'material']","attribute: brand, value: None | attribute: category, value: ski goggles | attribute: color, value: 4 colors | attribute: intended_use, value: Skiing, Snowboarding, Snowmobiling | attribute: material, value: None","[None, 'ski goggles', '4 colors', 'Skiing, Snowboarding, Snowmobiling', None]"
84025,20004,ae-110k,test,2017 Sneakers for Men 2018 Summer New Men running shoes Lace Up Low Top Jogging Shoes Man Athletic Footwear Breathable Sale ,,,,,,,"{""brand"": null, ""category"": ""sneakers"", ""intended_use"": ""running"", ""season"": ""Summer"", ""style"": ""Lace Up Low Top Jogging Shoes""}","['brand', 'category', 'intended_use', 'season', 'style']","attribute: brand, value: None | attribute: category, value: sneakers | attribute: intended_use, value: running | attribute: season, value: Summer | attribute: style, value: Lace Up Low Top Jogging Shoes","[None, 'sneakers', 'running', 'Summer', 'Lace Up Low Top Jogging Shoes']"
2024474,28815,ae-110k,train,Women Push up Yoga pants Patchwork sports Legging Running Tights Fitness Active wear High waist Hip Up Fitness Sport Leggings,,,,"{'json_answer': ""{'Sport Type': 'Swim', 'Brand Name': 'GLANE', 'Gender': 'Girls'}"", 'text': 'GLANE Brief New Kids Baby Girls Bikini Suit for Girl Navy Swimsuit Swimwear Bathing Swimming Clothes Two piece suit Beach Summer'}",GLANE Brief New Kids Baby Girls Bikini Suit for Girl Navy Swimsuit Swimwear Bathing Swimming Clothes Two piece suit Beach Summer,,"{""brand"": null, ""category"": ""yoga pants"", ""material"": null, ""color"": null, ""sizes"": null, ""key_attributes"": [""Push up"", ""Patchwork"", ""sports"", ""Legging"", ""Running Tights"", ""Fitness Active wear"", ""High waist"", ""Hip Up Fitness Sport Leggings""]}","['brand', 'category', 'material', 'color', 'sizes', 'key_attributes']","attribute: brand, value: None | attribute: category, value: yoga pants | attribute: material, value: None | attribute: color, value: None | attribute: sizes, value: None | attribute: key_attributes, value: ['Push up', 'Patchwork', 'sports', 'Legging', 'Running Tights', 'Fitness Active wear', 'High waist', 'Hip Up Fitness Sport Leggings']","[None, 'yoga pants', None, None, None, ['Push up', 'Patchwork', 'sports', 'Legging', 'Running Tights', 'Fitness Active wear', 'High waist', 'Hip Up Fitness Sport Leggings']]"
85559,33062,ae-110k,train,2018 New Quick Dry Compression Tights T Shirt Men Clothing Running Gym Fitness Men&#39;s Sportswear Short Sleeve Basketball Jersey,,,,,,,"{""brand"": null, ""category"": ""T-shirt"", ""material"": ""Compression"", ""intended_use"": ""Running, Gym, Fitness"", ""sizes"": null, ""color"": null}","['brand', 'category', 'material', 'intended_use', 'sizes', 'color']","attribute: brand, value: None | attribute: category, value: T-shirt | attribute: material, value: Compression | attribute: intended_use, value: Running, Gym, Fitness | attribute: sizes, value: None | attribute: color, value: None","[None, 'T-shirt', 'Compression', 'Running, Gym, Fitness', None, None]"
1028106,19324,ae-110k,train,Li-Ning Men Blast Light Breathable Running Shoes Li Ning Textile Comfort Running Sneakers LINING Anti-Slip Sports Shoes ARBM115,,,,,,,"{""brand"": ""Li-Ning"", ""category"": ""running shoes"", ""material"": ""textile"", ""key_attribute"": ""breathable""}","['brand', 'category', 'material', 'key_attribute']","attribute: brand, value: Li-Ning | attribute: category, value: running shoes | attribute: material, value: textile | attribute: key_attribute, value: breathable","['Li-Ning', 'running shoes', 'textile', 'breathable']"
1205868,25607,ae-110k,train,New Arrival Men Basketball T shirt Clown Lord of Dragon Print 3d T-shirt V neck fulll Sleeves Hip Hop Baseball Jersey,,,,,,,"{""brand"": ""Clown Lord of Dragon Print"", ""category"": ""T-shirt"", ""design"": ""Basketball"", ""style"": ""V neck full sleeves"", ""intended_use"": ""Baseball""}","['brand', 'category', 'design', 'style', 'intended_use']","attribute: brand, value: Clown Lord of Dragon Print | attribute: category, value: T-shirt | attribute: design, value: Basketball | attribute: style, value: V neck full sleeves | attribute: intended_use, value: Baseball","['Clown Lord of Dragon Print', 'T-shirt', 'Basketball', 'V neck full sleeves', 'Baseball']"
1070518,23099,ae-110k,train,MIZUGIWA 12 GA Bore Snake Gun Cleaning 12 Gauge Caliber Bore Cleaner Pistol Bore Snake Gun Cleaning Rifle Pistol Hunting Caza,,,,,,,"{""brand"": ""MIZUGIWA"", ""category"": ""gun cleaning"", ""caliber"": ""12 Gauge"", ""intended_use"": ""Gun Cleaning""}","['brand', 'category', 'caliber', 'intended_use']","attribute: brand, value: MIZUGIWA | attribute: category, value: gun cleaning | attribute: caliber, value: 12 Gauge | attribute: intended_use, value: Gun Cleaning","['MIZUGIWA', 'gun cleaning', '12 Gauge', 'Gun Cleaning']"
288320,23845,ae-110k,train,Balight Adult Fitted Hats Snap Back Beach Cap Cotton Rose In Hand Snapback For Men Women Adjustable Hat,,,,,,,"{""brand"": ""Balight"", ""category"": ""chapeau"", ""material"": ""cotton"", ""style"": ""snap back"", ""intended_use"": ""beach"", ""sizes"": ""Adult"", ""color"": ""Rose""}","['brand', 'category', 'material', 'style', 'intended_use', 'sizes', 'color']","attribute: brand, value: Balight | attribute: category, value: chapeau | attribute: material, value: cotton | attribute: style, value: snap back | attribute: intended_use, value: beach | attribute: sizes, value: Adult | attribute: color, value: Rose","['Balight', 'chapeau', 'cotton', 'snap back', 'beach', 'Adult', 'Rose']"
1291813,4256,ae-110k,validation,PLATT-WSS Carbon Fine Bar Carbon Handlebar Super Light Carbon Bars Mountain Bike Road Ergonomic Bar Ends UD Brilliant RX7798,,,,,,,"{""brand"": ""PLATT"", ""category"": ""handlebar"", ""material"": ""carbon"", ""key_attributes"": [""Super Light"", ""Carbon Bars"", ""Mountain Bike"", ""Road"", ""Ergonomic Bar Ends""]}","['brand', 'category', 'material', 'key_attributes']","attribute: brand, value: PLATT | attribute: category, value: handlebar | attribute: material, value: carbon | attribute: key_attributes, value: ['Super Light', 'Carbon Bars', 'Mountain Bike', 'Road', 'Ergonomic Bar Ends']","['PLATT', 'handlebar', 'carbon', ['Super Light', 'Carbon Bars', 'Mountain Bike', 'Road', 'Ergonomic Bar Ends']]"
182870,35555,ae-110k,validation,AONIJIE Lightweight Men Women Waist Pack Outdoor Running Cycling Fanny Pack Travel Marathon Hydration Belt Bag,,,,,,,"{""brand"": ""AONIJIE"", ""category"": ""mochila"", ""material"": null, ""color"": null, ""sizes"": null, ""intended_use"": ""outdoor running, cycling, travel, marathon hydration""}","['brand', 'category', 'material', 'color', 'sizes', 'intended_use']","attribute: brand, value: AONIJIE | attribute: category, value: mochila | attribute: material, value: None | attribute: color, value: None | attribute: sizes, value: None | attribute: intended_use, value: outdoor running, cycling, travel, marathon hydration","['AONIJIE', 'mochila', None, None, None, 'outdoor running, cycling, travel, marathon hydration']"
723113,29339,ae-110k,test,Free Shipping 9PCS/set Duplex Printing Golf Club Head Iron Headcovers Golf Clubs Head cover GM763,,,,,,,"{""brand"": null, ""category"": ""Golf Clubs"", ""color"": null, ""size"": null, ""material"": ""Duplex Printing"", ""intended_use"": ""Golf Club Head Covers""}","['brand', 'category', 'color', 'size', 'material', 'intended_use']","attribute: brand, value: None | attribute: category, value: Golf Clubs | attribute: color, value: None | attribute: size, value: None | attribute: material, value: Duplex Printing | attribute: intended_use, value: Golf Club Head Covers","[None, 'Golf Clubs', None, None, 'Duplex Printing', 'Golf Club Head Covers']"
2048653,6925,ae-110k,train,YTQHXY 500m Super Strong Fishing Line Daiwa Nylon Monofilament Fishing Line 2LB-35LB 6 Colors Japan Fishing YE-342,,,,"{'json_answer': ""{'Brand Name': 'Catch.U', 'Material': 'Nylon', 'Model Number': 'Fishing Line', 'Meters': '150M', 'Length': '150M', 'Category': 'Mainline', 'Style': 'Nylon', 'Feature 1': 'Fishing Line', 'Feature 2': 'Line For Fishing', 'Feature 3': 'Fishing Lines Nylon Super Strong'}"", 'text': 'Catch.U Fishing Line NyLon Mainline Line For Fishing 150M Lake Fishing Lines Nylon Super Strong Fishing Lines                   '}",Catch.U Fishing Line NyLon Mainline Line For Fishing 150M Lake Fishing Lines Nylon Super Strong Fishing Lines                   ,,"{""brand"": ""Daiwa"", ""category"": ""fishing line"", ""material"": ""nylon"", ""strength"": ""2LB-35LB"", ""length"": ""500m"", ""colors"": [""Japan YE-342""]}","['brand', 'category', 'material', 'strength', 'length', 'colors']","attribute: brand, value: Daiwa | attribute: category, value: fishing line | attribute: material, value: nylon | attribute: strength, value: 2LB-35LB | attribute: length, value: 500m | attribute: colors, value: ['Japan YE-342']","['Daiwa', 'fishing line', 'nylon', '2LB-35LB', '500m', ['Japan YE-342']]"
1921370,25714,ae-110k,validation,Uncle GG New Ben Simmons Jerseys #20 Montverde Academy Eagles HS Mens Cheap Throwback Basketball Jersey Stitched yellow Vintage,,,,,,,"{""brand"": ""Uncle GG"", ""category"": ""basketball jersey"", ""model"": ""Ben Simmons"", ""number"": ""20"", ""team"": ""Montverde Academy Eagles HS"", ""color"": ""yellow"", ""style"": ""Throwback"", ""material"": ""stitched""}","['brand', 'category', 'model', 'number', 'team', 'color', 'style', 'material']","attribute: brand, value: Uncle GG | attribute: category, value: basketball jersey | attribute: model, value: Ben Simmons | attribute: number, value: 20 | attribute: team, value: Montverde Academy Eagles HS | attribute: color, value: yellow | attribute: style, value: Throwback | attribute: material, value: stitched","['Uncle GG', 'basketball jersey', 'Ben Simmons', '20', 'Montverde Academy Eagles HS', 'yellow', 'Throwback', 'stitched']"
